repertoire,locus,unique_v3j,unique_vdj,reads
Levin_2015_SIT_timepoint-56_tissue-PBMC_IGHA_SIT_tissue-PBMC_subject-1_timepoint-56_Age-38_SRR5755014_iglblastn_iglblastn_IGHA,IGH,1337,1569,1746
Vergani_2017_B20_age-57_IGHM_B20_age-57_iglblastn_IGHM,IGH,201046,664475,1185904
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S36_Naive-B-Cells_igblastn_Bulk,IGL,8324,89448,147595
Gupta_2017_Light_Fv_volunteer_FV_before_1h_SRX2251681_iglblastn,IGH,43907,204746,216032
Thornqvist_2018_Donor-3_Bone-Marrow_IGHA_Donor_3_bone_marrow_sample_1_igblastn_IGHA,IGH,42152,296787,299935
Vander_Heiden_2017_Heavy_AR04_IGHM_AR04_Memory_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHM,IGL,24,36,38
Parameswaran_2014_PConv_Bulk_444_PConv_iglblastn_Bulk,IGH,3483,4167,4282
Briney_2019_Subject_326907_IgM_Subject-326907_Replicate-17_Isotype-IgM,IGH,77489,136151,136291
Parameswaran_2014_Acute_Bulk_524_Acute_iglblastn_Bulk,IGH,3230,3771,3890
Briney_2019_Subject_316188_IgM_Subject-316188_Replicate-2_Isotype-IgM,IGH,43461,129930,130118
Gupta_2017_Heavy_IB_volunteer_Bulk_IB_after_2w_SRX2251658_iglblastn_igblastn_Bulk,IGL,61696,272923,414893
Levin_2015_SIT_timepoint-365_tissue-PBMC_Bulk_SIT_tissue-PBMC_subject-2_timepoint-365_Age-30_SRR5755075_iglblastn_iglblastn_Bulk,IGH,10489,14599,19916
Briney_2019_Subject_326780_IgD_Subject-326780_Replicate-18_Isotype-IgD,IGH,86,98,99
Halliley_2015_IGG_IGHE_SRR1964796_iglblastn_igblastn_IGHE,IGH,1,1,1
Parameswaran_2014_PConv_IGHA_320_PConv_iglblastn_IGHA,IGH,4,4,4
Levin_2017_Peripheral_Donor2_IGHE_Donor2_PB_1_iglblastn_IGHE,IGH,1890,35918,100547
Gupta_2017_Heavy_GMC_volunteer_IGHA_GMC_after_1d_SRX2251674_iglblastn_igblastn_IGHA,IGK,83,112,149
Vander_Heiden_2017_Heavy_HD13_IGHA_HD13_Naive_Bcells_age51_healty_iglblastn_igblastn_IGHA,IGL,46,47,47
Vander_Heiden_2017_Heavy_HD07_IGHA_HD07_Memory_Bcells_age33_healthy_iglblastn_igblastn_IGHA,IGH,6113,71657,87536
Bonsignori_2016_normal_IGHE_normalDonor_2_iglblastn_igblastn_IGHE,IGH,5,5,5
Vergani_2017_B20_age-57_IGHG_B20_age-57_iglblastn_IGHG,IGH,46,96,130
Johnson_2018_Heavy_Visit-119_CAP256_Heavy_Visit-119_CAP256_PBMC_Part-1,IGH,198145,646813,675949
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S11_Naive-B-Cells_igblastn_IGHD,IGH,15524,44059,52198
Briney_2019_Subject_326713_IgE_Subject-326713_Replicate-4_Isotype-IgE,IGH,1148,1215,1215
Ellebedy_2016_Day-14_HA-positive-activated-B-cell_IGHG_HA-positive-activated-B-cell_Day-14_Donor-157_igblastn_IGHG,IGH,2600,77427,105576
Vander_Heiden_2017_Heavy_HD10_Bulk_HD10_Memory_Bcells_age31_healthy_iglblastn_igblastn_Bulk,IGL,28091,105628,165332
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD3a_igblastn_Bulk,IGL,107,112,112
Vander_Heiden_2017_Heavy_AR02_IGHM_AR02_Memory_Bcells_age61_ACh_disease-1year_stageIIIa_iglblastn_igblastn_IGHM,IGL,58,59,59
Halliley_2015_HuBM_IGHG_SRR2088756_iglblastn_igblastn_IGHG,IGH,9966,59921,67556
Briney_2019_Subject_326780_IgD_Subject-326780_Replicate-7_Isotype-IgD,IGH,195,211,212
Parameswaran_2014_Conv_Bulk_520_Conv_iglblastn_Bulk,IGH,1892,2719,2936
Gupta_2017_Heavy_IB_volunteer_Bulk_IB_after_1d_SRX2251661_iglblastn_igblastn_Bulk,IGH,2974,3014,3018
Gupta_2017_Heavy_IB_volunteer_IGHG_IB_after_3w_SRX2251664_iglblastn_igblastn_IGHG,IGK,125,138,149
Bernat_2019_Light_IgL_Light_IgL_A007,IGK,28,28,28
Palanichamy_2014_Source-CSF_Subject-34012_IGHM_Subject-34012_Source-CSF_Age-43_iglblastn_igblastn_IGHM,IGH,180,4457,6330
Vander_Heiden_2017_Heavy_HD07_IGHA_HD07_Memory_Bcells_age33_healthy_iglblastn_igblastn_IGHA,IGK,84,159,278
Zhou_2013_IAVI74_mix2_2_iglblastn,IGH,56374,159475,215738
Briney_2019_Subject_326780_IgD_Subject-326780_Replicate-10_Isotype-IgD,IGH,110,128,129
Ellebedy_2016_Day-28_peripheral-blood-mononuclear-cell_IGHD_peripheral-blood-mononuclear-cell_Day-28_Donor-6_igblastn_IGHD,IGH,59,63,63
Levin_2017_Peripheral_Donor4_IGHM_Donor4_PB_1_iglblastn_IGHM,IGH,118333,234153,235294
Gupta_2017_Heavy_IB_volunteer_Bulk_IB_after_2w_SRX2251658_iglblastn_igblastn_Bulk,IGH,3349,3426,3434
Davis_2019_Heavy_EVD15_IGHM_Heavy_EVD15_EBOLA_peak_PBMC_igblastn_IGHM,IGH,38711,137745,139046
Gupta_2017_Heavy_IB_volunteer_IGHM_IB_after_3d_SRX2251665_iglblastn_igblastn_IGHM,IGH,30652,59113,70343
Parameswaran_2014_Conv_Bulk_444_Conv_iglblastn_Bulk,IGH,4143,4622,4733
Waltari_2018_Heavy_Healthy_cord-blood-cells_IGHM_Heavy_Healthy_cord-blood-cells_CB5_igblastn_IGHM,IGL,1,1,1
Levin_2015_SIT_timepoint-0_tissue-PBMC_IGHE_SIT_tissue-PBMC_subject-8_timepoint-0_Age-24_SRR5755038_iglblastn_iglblastn_IGHE,IGH,16,82,207
Gupta_2017_Heavy_GMC_volunteer_IGHM_GMC_after_4w_SRX2251668_iglblastn_igblastn_IGHM,IGH,25016,68072,86459
Jiang_2013_FLU_IGHA_SRR747232_iglblastn_igblastn_IGHA,IGH,33675,87591,121759
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S1_Naive-B-Cells_igblastn_Bulk,IGK,14280,148206,334912
Vander_Heiden_2017_Heavy_HD13_IGHE_HD13_Naive_Bcells_age51_healty_iglblastn_igblastn_IGHE,IGL,89,110,115
Ellebedy_2016_Day-14_resting-memory-B-cell_IGHG_resting-memory-B-cell_Day-14_Donor-4_igblastn_IGHG,IGH,873,8966,9741
Briney_2019_Subject_326650_IgM_Subject-326650_Replicate-3_Isotype-IgM,IGH,298987,851606,852993
Gupta_2017_Heavy_Fv_volunteer_IGHD_FV_after_2w_SRX2251685_iglblastn_igblastn_IGHD,IGK,55,55,57
Galson_2016_Visit-2_Subject-2491_Total-B-cells_Subject-2491_Visit-2_age-33_Total-B-cells_iglblastn,IGH,66286,189886,237669
Vander_Heiden_2017_Heavy_HD09_Bulk_HD09_Unsorted_Bcells_age31_healthy_iglblastn_igblastn_Bulk,IGK,15112,134876,359683
Ohm-Laursen_2018_Heavy_Healthy_IGHA_Heavy_Healthy_Biopsy_2_igblastn_IGHA,IGH,14325,300224,306251
Parameswaran_2014_PConv_Bulk_203_PConv_iglblastn_Bulk,IGH,7628,13488,15039
Briney_2019_Subject_D103_IgG_Subject-D103_Replicate-18_Isotype-IgG,IGH,8644,28591,28603
Gupta_2017_Heavy_IB_volunteer_IGHM_IB_after_4w_SRX2251663_iglblastn_igblastn_IGHM,IGK,81,91,97
Schanz_2014_H_chain_HD1_prep2_IGHG_HD1_prep2_nucleotide_renamed_igblastn_IGHG,IGH,215,449,473
Briney_2019_Subject_326651_IgD_Subject-326651_Replicate-9_Isotype-IgD,IGH,349,379,380
Levin_2015_NoSIT_timepoint-0_tissue-Biopsy_IGHG_NoSIT_tissue-Biopsy_subject-14_timepoint-0_Age-22_SRR5755083_iglblastn_iglblastn_IGHG,IGH,333,610,918
Waltari_2018_Heavy_Healthy_PBMCs_IGHG_Heavy_Healthy_PBMCs_BD10_igblastn_IGHG,IGK,6,6,6
Briney_2019_Subject_316188_IgD_Subject-316188_Replicate-7_Isotype-IgD,IGH,121,141,141
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S38_Naive-B-Cells_igblastn_Bulk,IGH,474,581,628
Waltari_2018_Light_Healthy_PBMCs_Bulk_Heavy_Healthy_PBMCs_BD3h_igblastn_Bulk,IGH,4106,6171,6741
Vergani_2017_B14_age-58_IGHM_B14_age-58_iglblastn_IGHM,IGH,287055,980814,1595013
Gupta_2017_Heavy_Fv_volunteer_IGHA_FV_after_3d_SRX2251678_iglblastn_igblastn_IGHA,IGL,143,175,197
Levin_2015_SIT_timepoint-0_tissue-PBMC_IGHE_SIT_tissue-PBMC_subject-2_timepoint-0_Age-30_SRR5755065_iglblastn_iglblastn_IGHE,IGH,55,250,670
Briney_2019_Subject_326650_IgE_Subject-326650_Replicate-11_Isotype-IgE,IGL,2,2,2
Briney_2019_Subject_326907_IgG_Subject-326907_Replicate-8_Isotype-IgG,IGK,409,767,768
Thornqvist_2018_Donor-5_PBMC_IGHE_Donor_5_peripheral_blood_sample_1_igblastn_IGHE,IGH,3904,70374,200176
Parameswaran_2014_Conv_IGHD_515_Conv_iglblastn_IGHD,IGH,135,140,141
Waltari_2018_Heavy_Healthy_PBMCs_IGHG_Heavy_Healthy_PBMCs_BD7_igblastn_IGHG,IGL,75,92,93
Briney_2019_Subject_326650_unknown_Subject-326650_Replicate-3_Isotype-unknown,IGH,39,41,41
Vander_Heiden_2017_Heavy_MK08_IGHA_MK08_Naive_Bcells_age33_Musk_disease-8_stageIIb_treatment-Pyridostigmine-Prednisone_iglblastn_igblastn_IGHA,IGL,56,82,99
Thornqvist_2018_Donor-4_Bone-Marrow_IGHM_Donor_4_bone_marrow_sample_1_igblastn_IGHM,IGH,84222,370586,375220
Wesemann_2013_IgK_Lamina_propria_from_mice_colonized_for_7_days_IgK_lamina_propria_from_mice_colonized_for_7_days_SRR934685_iglblastn,IGL,7,7,7
Briney_2019_Subject_326713_IgE_Subject-326713_Replicate-3_Isotype-IgE,IGL,1,1,1
Levin_2015_NoSIT_timepoint-365_tissue-PBMC_IGHD_NoSIT_tissue-PBMC_subject-9_timepoint-365_Age-25_SRR5755012_iglblastn_iglblastn_IGHD,IGH,145,219,330
Ohm-Laursen_2018_Heavy_Asthma_IGHM_Heavy_Asthma_Biopsy_1_igblastn_IGHM,IGH,5142,244816,300721
Tipton_2015_SLE_IGHD_SLE_subject_3_iglblastn_IGHD,IGH,583,586,586
Ellebedy_2016_Day-7_peripheral-blood-mononuclear-cell_IGHM_peripheral-blood-mononuclear-cell_Day-7_Donor-6_igblastn_IGHM,IGH,23046,26860,26869
Levin_2015_NoSIT_timepoint-365_tissue-Biopsy_IGHG_NoSIT_tissue-Biopsy_subject-12_timepoint-365_Age-24_SRR5755055_iglblastn_iglblastn_IGHG,IGH,214,399,616
Liao_2013_Heavy_Bulk_CH505-IGH-wk006_iglblastn_igblastn_Bulk,IGH,6739,7007,7023
Eliyahu_2018_Heavy_HCV_IGG_Bulk_HCV_SC1_IGG_igblastn_Bulk,IGH,333,418,849
Gupta_2017_Heavy_IB_volunteer_IGHD_IB_before_8d_SRX2251666_iglblastn_igblastn_IGHD,IGK,69,69,69
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHA_Heavy_Healthy-celiac-disease_S37_Naive-B-Cells_igblastn_IGHA,IGH,6,38,44
Gupta_2017_Heavy_Fv_volunteer_IGHA_FV_after_1d_SRX2251682_iglblastn_igblastn_IGHA,IGH,27122,199348,208094
Wu_2014_Healthy_control_IGHG_Control_305_Non-allergic-healthy-control_age-31_iglblastn_IGHG,IGH,2434,4546,5194
Waltari_2018_Heavy_Healthy_PBMCs_IGHM_Heavy_Healthy_PBMCs_BD5h_igblastn_IGHM,IGH,440664,2454615,3152792
Wu_2015_Heavy_Visit_G_IGHM_H-2-chain_G-visit_2008-year_08-month_19-day_iglblastn_iglblastn_IGHM,IGH,45406,63242,68750
Levin_2015_SIT_timepoint-0_tissue-PBMC_IGHD_SIT_tissue-PBMC_subject-8_timepoint-0_Age-24_SRR5755038_iglblastn_iglblastn_IGHD,IGH,1739,1803,1946
Parameswaran_2014_PConv_Bulk_301_PConv_iglblastn_Bulk,IGH,5584,6727,7000
Briney_2019_Subject_326907_unknown_Subject-326907_Replicate-15_Isotype-unknown,IGH,2,2,2
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S25_Naive-B-Cells_igblastn_Bulk,IGK,23705,185910,320538
Johnson_2018_Heavy_Healthy_Healthy_Heavy_Healthy_Healthy_Memory_Part-1,IGL,12,12,12
Vergani_2017_B13_age-59_IGHM_B13_age-59_iglblastn_IGHM,IGH,263565,925862,1347556
Jiang_2013_FLU_Bulk_SRR747256_iglblastn_igblastn_Bulk,IGH,40644,62709,67015
Briney_2019_Subject_327059_IgD_Subject-327059_Replicate-14_Isotype-IgD,IGH,174,206,206
Gupta_2017_Light_Fv_volunteer_FV_after_2w_SRX2251685_iglblastn,IGH,47618,158981,181513
Briney_2019_Subject_326907_IgD_Subject-326907_Replicate-5_Isotype-IgD,IGH,48,61,61
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S84_Naive-B-Cells_igblastn_Bulk,IGL,13845,106014,123316
Ota_2010_Lymph_B6_3H9_BAFF_Lymph_Node_iglblastn,IGK,3481,8310,8362
Ellebedy_2016_Day-28_peripheral-blood-mononuclear-cell_IGHE_peripheral-blood-mononuclear-cell_Day-28_Donor-162_igblastn_IGHE,IGH,296,12714,27385
Turchaninova_2016_IGHG_B_memory_donor_2_iglblastn_igblastn_IGHG,IGH,1124,4728,4728
Eliyahu_2018_Heavy_HCV_IGG_IGHG_HCV_CI22_IGG_igblastn_IGHG,IGH,1693,3600,6718
Vander_Heiden_2017_Light_HD07_HD07_Naive_Bcells_age33_healthy_iglblastn,IGK,21383,115464,276239
Levin_2015_NoSIT_timepoint-365_tissue-Biopsy_IGHD_NoSIT_tissue-Biopsy_subject-13_timepoint-365_Age-38_SRR5755056_iglblastn_iglblastn_IGHD,IGH,703,1098,1423
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S46_Naive-B-Cells_igblastn_IGHM,IGH,21869,107309,137210
Levin_2015_NoSIT_timepoint-365_tissue-Biopsy_IGHE_NoSIT_tissue-Biopsy_subject-9_timepoint-365_Age-25_SRR5755060_iglblastn_iglblastn_IGHE,IGH,14,35,69
Vander_Heiden_2017_Heavy_HD09_IGHA_HD09_Naive_Bcells_age31_healthy_iglblastn_igblastn_IGHA,IGL,65,93,98
Rubelt_2016_TWINs_3_TW03A_IGHA_TW03A_B_memory_iglblastn_IGHA,IGH,7916,33547,33725
Galson_2016_Visit-2_Subject-2492_HBsAg+-B-cells_Subject-2492_Visit-2_age-25_HBsAg+-B-cells_iglblastn,IGH,27620,184397,265395
Levin_2017_Bone_marrow_Donor3_Bulk_Donor3_BM_1_iglblastn_Bulk,IGH,73,111,111
Levin_2015_SIT_timepoint-0_tissue-Biopsy_IGHM_SIT_tissue-Biopsy_subject-4_timepoint-0_Age-36_SRR5754994_iglblastn_iglblastn_IGHM,IGH,524,768,1022
Wu_2011_Heavy_IGHE_pt45_HC_iglblastn_igblastn_IGHE,IGH,17,17,17
Gupta_2017_Heavy_GMC_volunteer_IGHE_GMC_after_3d_SRX2251670_iglblastn_igblastn_IGHE,IGK,108,117,120
Levin_2015_NoSIT_timepoint-0_tissue-PBMC_IGHM_NoSIT_tissue-PBMC_subject-13_timepoint-0_Age-38_SRR5755095_iglblastn_iglblastn_IGHM,IGH,1041,1085,1156
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S39_Naive-B-Cells_igblastn_IGHM,IGH,34335,124675,151423
Bonsignori_2016_Hiv_infected_week-152_IGHE_HIV_infected_week-152_week_repeat-6_PBMC_iglblastn_igblastn_IGHE,IGH,7,9,9
Waltari_2018_Heavy_Healthy_cord-blood-cells_IGHM_Heavy_Healthy_cord-blood-cells_CB3_igblastn_IGHM,IGH,38511,574144,823826
Galson_2016_Visit-2_Subject-2335_Total-B-cells_Subject-2335_Visit-2_age-28_Total-B-cells_iglblastn,IGH,42362,151619,193757
Galson_2015_Visit-2_Subject-1017_IgG_Subject-1017_Visit-2_treatment-MenACWY-polysaccharide_HLA-DR+-Plasma-cells_IgG_iglblastn,IGH,6983,61524,87428
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S50_Naive-B-Cells_igblastn_Bulk,IGK,30190,234297,301204
Thornqvist_2018_Donor-4_PBMC_IGHD_Donor_4_peripheral_blood_sample_1_igblastn_IGHD,IGH,4,4,4
Bonsignori_2016_Hiv_infected_week-20_IGHG_HIV_infected_week-20_week_repeat-6_PBMC_iglblastn_igblastn_IGHG,IGH,5,5,5
Ellebedy_2016_Day-14_HA-positive-activated-B-cell_Bulk_HA-positive-activated-B-cell_Day-14_Donor-6_igblastn_Bulk,IGH,7,9,9
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHA_SIT_tissue-PBMC_subject-8_timepoint-365_Age-24_SRR5754992_iglblastn_iglblastn_IGHA,IGH,1261,1562,1749
Waltari_2018_Heavy_Healthy_cord-blood-cells_IGHM_Heavy_Healthy_cord-blood-cells_CB3g_igblastn_IGHM,IGH,44,45,45
Briney_2019_Subject_327059_unknown_Subject-327059_Replicate-2_Isotype-unknown,IGK,4,4,4
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S22_Naive-B-Cells_igblastn_Bulk,IGL,11438,104116,131057
Gupta_2017_Heavy_IB_volunteer_IGHM_IB_after_2w_SRX2251658_iglblastn_igblastn_IGHM,IGL,133,137,137
Jiang_2013_FLU_Bulk_SRR747767_iglblastn_igblastn_Bulk,IGH,114679,180504,189606
Bonsignori_2016_Hiv_infected_week-20_IGHE_HIV_infected_week-20_week_repeat-5_PBMC_iglblastn_igblastn_IGHE,IGH,6,7,7
Levin_2015_SIT_timepoint-365_tissue-PBMC_Bulk_SIT_tissue-PBMC_subject-6_timepoint-365_Age-41_SRR5755048_iglblastn_iglblastn_Bulk,IGH,11081,16239,23335
Ellebedy_2016_Day-28_peripheral-blood-mononuclear-cell_IGHM_peripheral-blood-mononuclear-cell_Day-28_Donor-162_igblastn_IGHM,IGH,41417,97686,98288
Briney_2019_Subject_326713_IgA_Subject-326713_Replicate-8_Isotype-IgA,IGK,1,2,2
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHM_Heavy_Healthy-celiac-disease_S27_Naive-B-Cells_igblastn_IGHM,IGK,1,1,1
Bernat_2019_Heavy_IGHM_Heavy_IgM_A007_igblastn_IGHM,IGH,141636,1061984,1268646
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S29_Naive-B-Cells_igblastn_IGHG,IGH,16,272,318
Levin_2015_SIT_timepoint-0_tissue-Biopsy_IGHA_SIT_tissue-Biopsy_subject-7_timepoint-0_Age-27_SRR5754966_iglblastn_iglblastn_IGHA,IGH,1061,1303,1486
Briney_2019_Subject_326650_IgE_Subject-326650_Replicate-15_Isotype-IgE,IGH,135,160,160
Stern_2014_M5_IGHE_M5_CLN-A_63y_ILLUMINA_iglblastn_igblastn_IGHE,IGH,3815,11375,11441
Thornqvist_2018_Donor-6_PBMC_IGHD_Donor_6_peripheral_blood_sample_1_igblastn_IGHD,IGH,5,5,5
Ellebedy_2016_Day-7_HA-positive-activated-B-cell_IGHA_HA-positive-activated-B-cell_Day-7_Donor-4_igblastn_IGHA,IGH,8,8,8
Briney_2019_Subject_326907_IgM_Subject-326907_Replicate-3_Isotype-IgM,IGK,2,7,7
Gupta_2017_Light_Fv_volunteer_FV_before_1h_SRX2251681_iglblastn,IGL,56871,325470,357394
Eliyahu_2018_Heavy_HCV_IGG_IGHA_HCV_C4_IGG_igblastn_IGHA,IGH,1038,1583,2253
Waltari_2018_Heavy_Healthy_PBMCs_IGHM_Heavy_Healthy_PBMCs_BD6_igblastn_IGHM,IGK,1,1,1
Galson_2016_Visit-6_Subject-2491_Total-B-cells_Subject-2491_Visit-6_age-33_Total-B-cells_iglblastn,IGK,1,1,1
Levin_2015_SIT_timepoint-365_tissue-Biopsy_IGHG_SIT_tissue-Biopsy_subject-2_timepoint-365_Age-30_SRR5755031_iglblastn_iglblastn_IGHG,IGH,65,100,144
Halliley_2015_HuBM_IGHD_SRR2124223_iglblastn_igblastn_IGHD,IGH,10,10,10
Vander_Heiden_2017_Heavy_HD10_IGHM_HD10_Memory_Bcells_age31_healthy_iglblastn_igblastn_IGHM,IGH,6888,31303,48541
Wu_2014_Allergic-rhinitis-in-season_IGHE_Patient_303_Allergic-rhinitis-in-season_age-28_iglblastn_IGHE,IGH,94,258,368
Davis_2019_Heavy_EVD5_IGHE_Heavy_EVD5_EBOLA_1month_PBMC_igblastn_IGHE,IGH,1,1,1
Briney_2019_Subject_326737_unknown_Subject-326737_Replicate-13_Isotype-unknown,IGH,44,48,48
Briney_2019_Subject_326907_IgD_Subject-326907_Replicate-3_Isotype-IgD,IGH,38,52,52
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S94_Naive-B-Cells_igblastn_Bulk,IGH,307,396,444
Gupta_2017_Heavy_Fv_volunteer_IGHM_FV_before_1h_SRX2251681_iglblastn_igblastn_IGHM,IGK,72,105,109
Vander_Heiden_2017_Heavy_HD07_IGHM_HD07_Naive_Bcells_age33_healthy_iglblastn_igblastn_IGHM,IGL,27,29,29
Briney_2019_Subject_316188_IgM_Subject-316188_Replicate-14_Isotype-IgM,IGH,79355,290375,290797
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S6_Naive-B-Cells_igblastn_IGHG,IGH,27,65,73
Eliyahu_2018_Heavy_HCV_IGM_Bulk_HCV_SC11_IGM_igblastn_Bulk,IGH,56,75,2312
Levin_2015_SIT_timepoint-365_tissue-PBMC_IGHG_SIT_tissue-PBMC_subject-4_timepoint-365_Age-36_SRR5754986_iglblastn_iglblastn_IGHG,IGH,499,610,700
Rubelt_2016_TWINs_2_TW02B_IGHG_TW02B_B_memory_iglblastn_IGHG,IGH,9105,27713,27929
Halliley_2015_HuBM_Bulk_SRR2124223_iglblastn_igblastn_Bulk,IGH,514,550,550
Halliley_2015_HuBM_IGHM_SRR2088761_iglblastn_igblastn_IGHM,IGH,676,3377,3687
Johnson_2018_Heavy_Healthy_Healthy_Heavy_Healthy_Healthy_Memory_Part-1,IGH,381121,867551,877327
Gupta_2017_Heavy_Fv_volunteer_IGHG_FV_before_2d_SRX2251686_iglblastn_igblastn_IGHG,IGL,379,693,733
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S86_Naive-B-Cells_igblastn_Bulk,IGK,29242,232273,375063
Vander_Heiden_2017_Heavy_AR04_IGHA_AR04_Memory_Bcells_age13_ACh_disease-1year_stageI_iglblastn_igblastn_IGHA,IGH,4626,34255,38207
Vander_Heiden_2017_Heavy_MK02_IGHD_MK02_Naive_Bcells_age28_MuSK_disease-8years_stageIIIb_treatment-prednisone_iglblastn_igblastn_IGHD,IGH,3961,50887,78475
Waltari_2018_Heavy_Healthy_PBMCs_IGHG_Heavy_Healthy_PBMCs_BD10_igblastn_IGHG,IGH,8555,126665,137076
Thornqvist_2018_Donor-5_PBMC_IGHM_Donor_5_peripheral_blood_sample_1_igblastn_IGHM,IGL,1,1,1
Briney_2019_Subject_326651_IgE_Subject-326651_Replicate-9_Isotype-IgE,IGH,1441,1575,1575
Pei_2017_WildType_Bone-Marrow_Bulk_WildType_Bone-Marrow_Follicular-B-Cells_2_igblastn_Bulk,IGH,135,135,135
Gupta_2017_Light_IB_volunteer_IB_before_1h_SRX2251662_iglblastn,IGK,109394,364044,546939
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S99_Naive-B-Cells_igblastn_IGHD,IGH,1574,14825,20983
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S63_Naive-B-Cells_igblastn_Bulk,IGL,8292,69527,102636
Ellebedy_2016_Day-0_peripheral-blood-mononuclear-cell_IGHM_peripheral-blood-mononuclear-cell_Day-0_Donor-157_igblastn_IGHM,IGH,78737,97774,98041
Palanichamy_2014_Source-PBMC_Subject-26712_IGHG_Subject-26712_Source-PBMC_Age-54_iglblastn_igblastn_IGHG,IGH,2851,46890,60492
Thornqvist_2018_Donor-3_Bone-Marrow_IGHM_Donor_3_bone_marrow_sample_1_igblastn_IGHM,IGH,59886,299581,306484
Bonsignori_2016_normal_Bulk_normalDonor_2_iglblastn_igblastn_Bulk,IGH,20879,65287,134495
Gidoni_2019_Light_Healthy-celiac-disease_Bulk_Heavy_Healthy-celiac-disease_S91_Naive-B-Cells_igblastn_Bulk,IGK,26304,229943,469622
Galson_2015_Visit-1_Subject-1017_IgG_Subject-1017_Visit-1_treatment-MenACWY-polysaccharide_Memory-B-cells_IgG_iglblastn,IGH,12465,61324,86553
Briney_2019_Subject_327059_IgD_Subject-327059_Replicate-4_Isotype-IgD,IGH,165,220,220
Rubelt_2016_TWINs_2_TW02A_IGHD_TW02A_B_memory_iglblastn_IGHD,IGH,925,1833,1835
Galson_2015_Visit-5_Subject-1011_IgG_Subject-1011_Visit-5_treatment-MenACWY-polysaccharide_HLA-DR+-Plasma-cells_IgG_iglblastn,IGH,10511,71007,99604
Vander_Heiden_2017_Heavy_AR03_IGHM_AR03_Naive_Bcells_age18_ACh_disease-2years_stageI_iglblastn_igblastn_IGHM,IGL,30,35,35
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHG_Heavy_Healthy-celiac-disease_S10_Naive-B-Cells_igblastn_IGHG,IGH,113,1113,1270
Bonsignori_2016_Hiv_infected_week-152_IGHG_HIV_infected_week-152_week_repeat-6_PBMC_iglblastn_igblastn_IGHG,IGH,6,9,11
Gidoni_2019_Heavy_Healthy-celiac-disease_IGHD_Heavy_Healthy-celiac-disease_S93_Naive-B-Cells_igblastn_IGHD,IGH,17456,40769,46055
Gupta_2017_Heavy_GMC_volunteer_IGHM_GMC_after_3d_SRX2251670_iglblastn_igblastn_IGHM,IGL,141,151,153
Levin_2015_NoSIT_timepoint-0_tissue-PBMC_Bulk_NoSIT_tissue-PBMC_subject-9_timepoint-0_Age-25_SRR5755091_iglblastn_iglblastn_Bulk,IGH,3511,5982,9412
Wu_2015_Heavy_Visit_E_IGHM_H-chain_E-visit_2007-year_07-month_12-day_iglblastn_iglblastn_IGHM,IGH,48273,53945,53995
Waltari_2018_Heavy_Healthy_PBMCs_IGHA_Heavy_Healthy_PBMCs_BD13_igblastn_IGHA,IGH,19672,352237,583089
Waltari_2018_Light_HIV_PBMCs_Bulk_Heavy_HIV_PBMCs_AD344_igblastn_Bulk,IGL,120757,2301564,2873498
Ellebedy_2016_Day-14_HA-positive-activated-B-cell_IGHA_HA-positive-activated-B-cell_Day-14_Donor-157_igblastn_IGHA,IGH,197,7765,11850
Ellebedy_2016_Day-28_HA-positive-memory-B-cells_IGHG_HA-positive-memory-B-cells_Day-28_Donor-8_igblastn_IGHG,IGH,582,9027,13317
Parameswaran_2014_Conv_Bulk_551_Conv_iglblastn_Bulk,IGH,1517,2011,2136
